appid,name,price,release_date,required_age,genres,achievements,positive_ratings,negative_ratings,windows,mac,linux
12790,Damnation,6.99,2009-05-22,0,Action;Adventure,0,132,182,True,False,False
12810,Overlord II,6.99,2009-06-24,0,RPG,0,2116,306,True,True,True
12830,Operation Flashpoint: Dragon Rising,6.99,2009-10-08,0,Action,0,1024,580,True,False,False
13000,Ninja Reflex: Steamworks Edition,3.99,2008-03-21,0,Casual;Indie,52,48,4,True,False,False
13140,America's Army 3,0.0,2009-06-17,0,Action,71,1515,723,True,False,False
13200,Unreal 2: The Awakening,8.99,2008-03-17,0,Action,0,240,100,True,False,False
13210,Unreal Tournament 3 Black,13.99,2009-03-05,0,Action,57,2414,278,True,False,False
13230,Unreal Tournament 2004: Editor's Choice Edition,8.99,2004-03-17,0,Action,0,2211,66,True,False,False
13240,Unreal Tournament: Game of the Year Edition,5.99,2008-03-17,0,Action,0,2134,65,True,False,False
13250,Unreal Gold,5.99,2008-03-17,0,Action,0,1228,132,True,False,False
13500,Prince of Persia: Warrior Within™,8.59,2009-08-27,0,Action;Adventure,0,657,101,True,False,False
13520,Far Cry®,8.59,2008-04-01,0,Action,0,3099,609,True,False,False
13530,Prince of Persia: The Two Thrones™,8.59,2009-08-27,0,Action;Adventure,0,365,109,True,False,False
13540,Tom Clancy's Rainbow Six® Vegas,8.59,2008-04-09,0,Action,0,371,106,True,False,False
13560,Tom Clancy's Splinter Cell®,4.29,2008-04-01,0,Action,0,900,147,True,False,False
13570,Tom Clancy's Splinter Cell Chaos Theory®,8.59,2009-08-27,0,Action,0,1777,140,True,False,False
13580,Tom Clancy's Splinter Cell Double Agent®,8.59,2009-02-13,0,Action,0,356,454,True,False,False
13600,Prince of Persia®: The Sands of Time,8.59,2009-08-27,0,Action;Adventure,0,831,122,True,False,False
13620,Tom Clancy's Ghost Recon® Desert Siege™,4.29,2008-07-15,0,Action,0,34,2,True,False,False
15000,Tom Clancy's Rainbow Six Lockdown™,4.29,2009-08-27,0,Action,0,80,79,True,False,False
15080,Rayman Raving Rabbids™,4.29,2008-06-13,0,Action;Adventure,0,239,80,True,False,False
15100,Assassin's Creed™: Director's Cut Edition,8.59,2008-04-09,0,Action;Adventure,0,5743,1162,True,False,False
15120,Tom Clancy's Rainbow Six® Vegas 2,8.59,2008-04-16,0,Action,0,2582,456,True,False,False
15130,Beyond Good and Evil™,4.29,2008-05-13,0,Action;Adventure,0,1823,186,True,False,False
15160,Petz® Horsez® 2,4.29,2009-08-27,0,Simulation,0,76,38,True,False,False
15170,Heroes of Might & Magic V,8.59,2008-05-13,0,Strategy,0,1258,183,True,False,False
15190,Brothers in Arms: Road to Hill 30™,4.29,2008-05-13,0,Action,0,624,100,True,False,False
15200,Silent Hunter®: Wolves of the Pacific,8.59,2009-08-27,0,Simulation,0,234,128,True,False,False
15210,Silent Hunter® III,4.29,2008-06-13,0,Simulation,0,685,113,True,False,False
15240,Silent Hunter®: Wolves of the Pacific U-Boat Missions,4.29,2009-08-27,0,Simulation,0,70,24,True,False,False
15270,Cold Fear™,4.29,2008-05-13,0,Action,0,272,40,True,False,False
15300,Tom Clancy's Ghost Recon®,8.59,2008-07-15,0,Action,0,536,45,True,False,False
15320,IL-2 Sturmovik: 1946,8.69,2008-06-13,0,Simulation,0,1287,185,True,False,False
15370,Heroes of Might & Magic V: Tribes of the East,8.59,2008-10-10,0,Strategy,0,759,66,True,False,False
15380,Heroes of Might & Magic V: Hammers of Fate,8.59,2008-10-10,0,Strategy,0,84,21,True,False,False
15390,Brothers in Arms: Hell's Highway™,8.59,2008-10-08,0,Action,0,823,98,True,False,False
15400,Harvest: Massive Encounter,5.79,2009-01-23,0,Strategy;Indie,25,89,21,True,True,True
15500,The Wonderful End of the World,6.99,2008-07-17,0,Indie;Casual,11,402,135,True,False,False
15520,AaAaAA!!! - A Reckless Disregard for Gravity,6.99,2009-09-03,0,Action;Indie;Sports,7,547,103,True,False,False
15560,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,6.99,2011-11-23,0,Action;Indie;Sports,10,747,252,True,True,True
15620,"Warhammer 40,000: Dawn of War II",14.99,2009-02-18,0,Strategy,73,5626,755,True,True,True
15700,Oddworld: Abe's Oddysee®,1.99,2008-08-28,0,Adventure,0,2739,442,True,False,False
15710,Oddworld: Abe's Exoddus®,1.99,2008-08-28,0,Adventure,0,806,48,True,False,False
15740,Oddworld: Munch's Oddysee,3.99,2010-12-20,0,Action;Adventure;Strategy,38,437,155,True,False,False
15750,Oddworld: Stranger's Wrath HD,6.99,2010-12-20,0,Action;Adventure;Strategy,36,759,139,True,False,False
15800,Planet Busters,5.99,2008-06-30,0,Indie;Casual,9,1,1,True,False,False
15900,7 Wonders II,6.99,2008-06-10,0,Casual,0,92,29,True,False,False
15910,Luxor Amun Rising,5.99,2008-06-10,0,Casual,0,6,3,True,False,False
15920,Luxor 2,5.99,2008-06-10,0,Casual,0,7,14,True,False,False
15930,Luxor 3,5.99,2008-06-10,0,Casual,0,52,14,True,False,False
15960,Little Farm,5.99,2008-06-10,0,Casual,0,73,35,True,False,False
15970,Luxor,5.99,2008-06-10,0,Casual,0,29,14,True,True,False
16000,Discovery! A Seek and Find Adventure,6.99,2008-07-29,0,Casual,0,20,29,True,False,False
16020,Samantha Swift and the Hidden Roses of Athena,5.99,2008-10-31,0,Casual,0,30,23,True,False,False
16030,7 Wonders: Treasures of Seven,6.99,2008-11-14,0,Casual,0,57,21,True,False,False
16040,Luxor: Quest for the Afterlife ,5.99,2008-12-15,0,Casual,0,29,14,True,False,False
16060,Samantha Swift and the Golden Touch,5.99,2009-04-29,0,Casual,0,26,25,True,False,False
16100,Virtual Villagers: A New Home,5.99,2008-05-12,0,Casual;Simulation,0,20,7,True,False,False
16110,Virtual Villagers: The Lost Children,5.99,2008-05-12,0,Casual;Simulation,0,11,3,True,False,False
16120,Plant Tycoon,5.99,2008-05-12,0,Casual;Simulation,0,48,5,True,False,False
16130,Fish Tycoon,5.99,2008-05-12,0,Casual;Simulation,0,35,8,True,False,False
16180,Virtual Villagers - The Secret City,5.99,2008-05-28,0,Casual;Simulation,0,32,7,True,False,False
16200,Virtual Families,7.49,2009-05-06,0,Casual;Simulation,0,20,7,True,False,False
16450,F.E.A.R. 2: Project Origin,9.99,2009-02-12,0,Action,0,3274,509,True,False,False
16500,Chaos Theory,1.99,2008-05-22,0,Casual;Indie,12,10,1,True,False,False
16600,Trials 2: Second Edition,5.99,2008-05-28,0,Indie;Racing;Sports,25,169,33,True,False,False
16620,Monster Trucks Nitro ,16.99,2009-01-29,0,Indie;Racing;Sports,0,21,13,True,True,False
16710,Insecticide Part 1,0.79,2008-07-01,0,Action;Adventure,0,308,110,True,False,False
16720,Velvet Assassin,1.69,2009-05-01,0,Action,0,1219,832,True,True,False
16730,Legendary,1.69,2008-12-01,0,Action,0,1095,1000,True,False,False
16810,Sid Meier's Civilization IV: Colonization,9.99,2008-09-23,0,Strategy,0,330,95,True,True,False
16900,GROUND BRANCH,15.49,2018-08-14,0,Action;Indie;Early Access,0,599,143,True,False,False
17080,Tribes: Ascend,0.0,2012-06-27,0,Action;Free to Play,0,6470,1738,True,False,False
17100,Children of the Nile: Enhanced Edition,5.99,2008-07-08,0,Strategy;Simulation,16,180,38,True,False,False
17120,Children of the Nile: Alexandria,1.49,2008-09-22,0,Strategy;Simulation,4,54,13,True,False,False
17140,Hinterland,6.99,2008-09-30,0,RPG;Strategy,9,113,38,True,False,False
17180,Mosby's Confederacy,6.99,2008-11-19,0,Strategy,13,15,6,True,False,False
17300,Crysis,9.99,2008-09-17,0,Action,0,6075,1277,True,False,False
17330,Crysis Warhead®,7.99,2008-09-17,0,Action,0,1694,312,True,False,False
17390,SPORE™,14.99,2008-12-19,0,Simulation,0,15101,2014,True,False,False
17410,Mirror's Edge™,9.99,2009-01-14,0,Action;Adventure,0,17880,2341,True,False,False
17430,Need for Speed Undercover,9.99,2008-12-19,0,Action;Racing,0,2351,1081,True,False,False
17440,SPORE™ Creepy & Cute Parts Pack,9.99,2008-12-19,0,Simulation,0,481,100,True,False,False
17450,Dragon Age: Origins,14.99,2009-11-05,0,RPG,0,6207,468,True,False,False
17460,Mass Effect,7.99,2008-12-19,0,Action;RPG,0,10107,666,True,False,False
17470,Dead Space,14.99,2009-01-09,0,Action,0,9136,1049,True,False,False
17480,Command & Conquer: Red Alert 3,9.99,2009-01-08,0,Strategy,0,4390,855,True,False,False
17500,Zombie Panic! Source,0.0,2008-10-03,0,Action;Free to Play;Indie,106,5267,914,True,False,True
17570,"Pirates, Vikings, and Knights II",0.0,2010-02-12,0,Action;Free to Play;Indie,247,3839,582,True,True,True
17710,Nuclear Dawn,6.99,2011-09-26,0,Action;Strategy,58,1675,441,True,True,True
17740,Empires Mod,0.0,2008-07-28,0,Action;Free to Play;Strategy,8,663,115,True,False,True
18000,"Precipice of Darkness, Episode One",5.99,2008-05-21,0,Adventure;RPG,12,394,42,True,False,False
18020,"Precipice of Darkness, Episode Two",5.99,2008-11-07,0,Adventure;RPG,12,118,23,True,False,False
18040,DeathSpank,7.99,2010-10-25,0,Action;Indie;RPG,12,540,34,True,True,False
18050,DeathSpank: Thongs of Virtue,7.99,2010-11-30,0,Action;RPG;Indie,13,125,18,True,True,False
18070,The Baconing,9.99,2011-08-31,0,Action;Adventure;RPG,12,149,37,True,True,False
18120,Unstoppable Gorg,6.99,2012-01-19,0,Action;Casual;Indie;Strategy,30,190,48,True,True,False
18300,Spectraball,3.99,2008-10-20,0,Casual;Indie,14,297,101,True,True,True
18400,Crazy Machines 2,7.19,2008-06-20,0,Casual;Strategy,0,97,108,True,False,False
18420,Crazy Machines,6.99,2008-12-12,0,Casual;Strategy,0,98,24,True,False,False
18470,Helldorado,6.99,2009-04-30,0,Strategy,0,53,23,True,False,False
18480,Mata Hari,3.99,2009-07-29,0,Adventure,0,53,37,True,False,False
18500,Defense Grid: The Awakening,6.99,2008-12-08,0,Indie;Strategy,87,3307,113,True,False,False
18600,Mayhem Intergalactic,6.99,2009-01-22,0,Indie;Strategy,21,12,10,True,False,False
18700,And Yet It Moves,6.99,2009-04-02,0,Action;Indie,30,735,327,True,True,True
18820,Zero Gear,3.99,2010-01-12,0,Action;Indie;Racing;Sports,45,652,173,True,False,False
19000,Silent Hill Homecoming,17.99,2009-03-02,0,Adventure,0,480,437,True,False,False
19020,Puzzle Chronicles,7.99,2010-06-25,0,Casual;RPG,12,16,8,True,False,False
19030,Rocket Knight,11.99,2010-06-25,0,Action;Adventure,16,70,22,True,False,False
19080,Biozone,7.99,2010-06-25,0,Action;Adventure;Casual,0,1,13,True,False,False
19200,Tank Universal,3.99,2008-08-21,0,Action;Indie,27,226,190,True,False,False
19320,Space Ark,3.99,2012-03-16,0,Action;Indie;Casual,11,6,8,True,False,False
19500,Eternity's Child,2.99,2008-07-31,0,Adventure;Indie,4,16,47,True,False,False
19800,Brothers in Arms: Earned in Blood™,4.29,2008-10-10,0,Action,0,303,53,True,False,False
19830,Tom Clancy's Rainbow Six® 3 Gold,4.29,2008-09-25,0,Action,0,811,71,True,False,False
19900,Far Cry® 2: Fortune's Edition,8.59,2008-10-22,0,Action,0,5292,1739,True,False,False
19980,Prince of Persia®,8.59,2008-12-10,0,Action;Adventure,0,948,266,True,False,False
20200,Galactic Bowling,13.99,2008-10-21,0,Indie;Casual;Sports,30,6,10,True,False,False
20510,S.T.A.L.K.E.R.: Clear Sky,7.99,2008-09-15,0,Action;RPG,0,5550,903,True,False,False
20530,Red Faction,4.99,2009-08-05,0,Action,0,1327,151,True,False,False
20540,Company of Heroes: Tales of Valor,9.99,2009-04-08,0,Strategy,0,1337,101,True,False,False
20550,Red Faction II,4.99,2009-08-06,0,Action;Strategy,0,354,313,True,False,False
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",14.99,2010-03-11,16,Strategy,73,1645,164,True,True,True
20700,Starscape,5.99,2008-11-03,0,Action;Indie;Strategy,18,50,15,True,False,False
20710,Mr. Robot,5.99,2008-11-03,0,Action;Indie;Strategy,13,55,12,True,False,False
20820,Shatter,6.99,2010-03-15,0,Action;Indie,30,963,64,True,True,True
20900,The Witcher: Enhanced Edition Director's Cut,6.99,2008-09-16,0,Action;RPG,0,26380,4217,True,True,False
20920,The Witcher 2: Assassins of Kings Enhanced Edition,14.99,2012-04-16,0,RPG,52,36427,4710,True,True,True
21000,LEGO® Batman™: The Videogame,14.99,2008-09-29,0,Action;Adventure,0,1050,242,True,False,False
21010,Watchmen: The End is Nigh,3.99,2009-03-04,0,Action,0,227,120,True,False,False
21030,Watchmen: The End is Nigh Part 2,3.99,2009-07-29,16,Action,0,97,51,True,False,False
21090,F.E.A.R.,35.96,2010-05-21,18,Action,0,6371,438,True,False,False
21100,F.E.A.R. 3,12.99,2011-06-21,18,Action,50,5349,2030,True,False,False
21130,LEGO® Harry Potter: Years 1-4,9.99,2010-06-25,0,Action;Adventure,0,1672,460,True,False,False
21300,Gravitron 2,2.99,2008-09-30,0,Indie;Casual,10,19,8,True,False,False
21400,Project Aftermath,4.79,2008-10-03,0,Strategy;Action;Indie,92,10,5,True,False,False
21500,Pyroblazer®,4.99,2008-11-13,0,Racing,0,5,3,True,False,False
21640,Flock!,3.49,2009-04-07,0,Casual;Strategy,13,110,34,True,False,False
21660,Street Fighter® IV,13.99,2009-07-07,0,Action,0,295,126,True,False,False
21670,Bionic Commando,6.49,2009-07-28,0,Action;Adventure,0,649,247,True,False,False
21680,Bionic Commando: Rearmed,6.49,2009-07-28,18,Action,0,453,287,True,False,False
21690,Resident Evil™ 5/ Biohazard 5®,13.99,2009-09-15,18,Action;Adventure,70,9250,1618,True,False,False
21780,Driver® Parallel Lines,8.59,2009-02-13,0,Racing,0,367,46,True,False,False
21800,Tom Clancy's EndWar™,8.59,2009-02-25,0,Strategy,0,276,108,True,False,False
21980,Call of Juarez®: Bound in Blood,8.59,2009-07-02,0,Action,0,1121,232,True,False,False
22000,World of Goo,6.99,2008-10-13,0,Indie,8,3455,237,True,True,True
22100,Mount & Blade,7.99,2008-11-03,0,Indie;RPG,0,3205,291,True,False,False
22120,Penumbra: Black Plague Gold Edition,0.0,2009-01-23,0,Nudity;Gore;Action;Adventure;Indie,0,1396,79,True,True,True
22130,Hearts of Iron 2 Complete,9.99,2009-01-23,0,Strategy,0,220,48,True,False,False
22180,Penumbra Overture,0.0,2009-03-06,0,Gore;Action;Adventure;Indie,0,1660,164,True,True,True
22200,Zeno Clash,6.99,2009-04-21,0,Action;Indie,22,1980,356,True,False,False
22230,Rock of Ages,6.99,2011-09-07,0,Action;Indie;Racing;Strategy,19,2604,244,True,False,False
22300,Fallout 3,7.99,2008-10-28,0,RPG,0,9921,2709,True,False,False
22310,Rogue Warrior,3.99,2009-12-01,0,Action,45,466,240,True,False,False
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,12.99,2009-06-16,0,RPG,0,9571,540,True,False,False
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,12.99,2009-06-16,0,RPG,0,13827,826,True,False,False
22350,BRINK,0.0,2011-05-09,0,Action;Free to Play,43,3493,2331,True,False,False
22370,Fallout 3: Game of the Year Edition,14.99,2009-12-17,0,RPG,0,17742,4495,True,False,False
22380,Fallout: New Vegas,7.99,2010-10-21,18,Action;RPG,75,66756,3149,True,False,False
22450,Hunted: The Demon’s Forge™,3.99,2011-06-02,0,Action;Adventure,0,498,213,True,False,False
22500,Spectromancer,5.99,2009-02-11,0,Strategy,0,125,19,True,False,False
22600,Worms Reloaded,14.99,2010-08-26,0,Strategy,61,2478,430,True,True,True
22610,Alien Breed: Impact,6.99,2010-06-03,0,Action,13,776,307,True,False,False
22650,Alien Breed 2: Assault,6.99,2010-09-22,0,Action,13,478,226,True,False,False
22670,Alien Breed 3: Descent,6.99,2010-11-17,0,Action,13,242,90,True,False,False
23150,Fluttabyes,1.59,2010-04-20,0,Casual;Indie,40,13,5,True,False,False
23300,Yosumin!™,3.99,2009-05-26,0,Casual,0,102,64,True,False,False
23380,Gyromancer,3.99,2009-11-18,0,RPG,0,124,113,True,False,False
23400,Imperium Romanum Gold Edition,7.99,2008-11-25,0,Simulation;Strategy,0,191,45,True,False,False
23420,Europa Universalis: Rome - Gold Edition ,7.99,2008-12-18,0,Strategy,0,123,52,True,False,False
23450,Grand Ages: Rome,6.99,2009-03-05,0,Simulation;Strategy,0,354,138,True,False,False
23460,Ceville,4.79,2009-02-27,0,Action;Adventure;Strategy,0,83,19,True,False,False
23490,Tropico 3,7.99,2009-11-13,0,Simulation;Strategy,0,1338,176,True,False,False
23500,Puzzle Quest: Galactrix,6.99,2009-02-24,0,Casual;RPG,0,120,136,True,False,False
23530,Earth Defense Force: Insect Armageddon,6.99,2011-12-14,0,Action,50,731,95,True,False,False
23600,Depths of Peril,6.99,2010-11-23,0,Indie;RPG;Strategy,0,69,24,True,True,True
23700,Puzzle Kingdoms,10.99,2009-04-27,0,Casual,0,139,102,True,False,False
24010,Train Simulator 2019,34.99,2015-09-17,0,Simulation,1165,8573,5336,True,False,False
24200,DC Universe™ Online,0.0,2011-11-02,0,Action;Adventure;Free to Play;Massively Multiplayer;RPG,169,10138,2654,True,False,False
24240,PAYDAY™ The Heist,10.99,2011-10-20,18,Action,56,34645,2533,True,False,False
24400,King Arthur - The Role-playing Wargame,7.99,2009-11-24,0,RPG;Strategy,0,307,113,True,False,False
24410,Crusaders: Thy Kingdom Come,6.99,2009-10-08,0,Strategy,0,13,11,True,False,False
24420,Aquaria,6.99,2008-12-15,0,Indie,27,1008,133,True,False,True
24460,King Arthur: Fallen Champions,3.99,2011-09-16,0,RPG;Strategy,0,13,20,True,False,False
24480,King Arthur II: The Role-Playing Wargame,7.99,2012-01-27,0,RPG;Strategy,23,188,169,True,False,False
24640,Trainz: Classic Cabon City,14.99,2010-09-01,0,Simulation,0,14,29,True,False,False
24650,Trainz Settle and Carlisle,14.99,2010-10-01,0,Simulation,0,13,17,True,False,False
24670,Trainz™ Simulator 12,7.19,2011-06-08,0,Simulation,50,498,364,True,False,False
24720,SPORE™ Galactic Adventures,9.99,2009-06-26,0,Action;Simulation,0,1943,453,True,False,False
24740,Burnout Paradise: The Ultimate Box,9.99,2009-03-12,0,Racing,0,9739,1487,True,False,False
24780,SimCity™ 4 Deluxe Edition,9.99,2010-07-20,0,Simulation;Strategy,0,3110,959,True,True,False
24790,Command & Conquer 3: Tiberium Wars,9.99,2009-11-13,0,Strategy,0,2292,295,True,False,False
24800,Command & Conquer: Red Alert 3 - Uprising,9.99,2009-10-06,0,Strategy,0,1449,362,True,False,False
24810,Command & Conquer 3: Kane's Wrath,9.99,2009-11-13,0,Strategy,0,1070,76,True,False,False
24840,Medal of Honor: Airborne,9.99,2009-10-06,0,Action,0,1725,461,True,False,False
24870,Need for Speed: Shift,9.99,2009-10-06,0,Racing,0,1101,415,True,False,False
24960,Battlefield: Bad Company™ 2,14.99,2010-03-02,0,Action,0,23093,3877,True,False,False
24980,Mass Effect 2,19.99,2010-01-28,0,RPG,0,10675,542,True,False,False
25000,Overgrowth,22.99,2017-10-16,0,Action;Indie,0,3200,1315,True,True,True
25010,Lugaru HD,7.99,2010-10-08,0,Action,0,321,98,True,True,True
25500,Cricket Revolution,1.99,2009-10-28,0,Indie;Simulation;Sports,0,63,50,True,False,False
25600,Eschalon: Book I,0.0,2009-02-10,0,Indie;RPG,0,167,25,True,True,True
25620,Eschalon: Book II,4.79,2010-07-12,0,Indie;RPG,0,58,12,True,True,True
25700,Madballs in Babo:Invasion ,3.99,2009-09-17,0,Indie,17,198,38,True,True,False
25800,Europa Universalis III Complete,9.99,2009-02-04,0,Strategy,0,1191,245,True,True,False
25830,Knights of Honor,7.49,2009-02-04,0,Strategy,0,1018,89,True,False,False
25850,Elven Legacy,3.99,2009-04-07,0,RPG;Strategy,0,76,29,True,False,False
25890,Hearts of Iron III,7.99,2009-08-07,0,Strategy,0,3298,992,True,True,False
25900,King's Bounty: The Legend,4.99,2009-05-01,0,RPG;Strategy,0,1290,139,True,True,False
25910,Supreme Ruler 2020 Gold,6.99,2009-07-09,0,Strategy,0,138,36,True,False,False
25930,East India Company,7.99,2009-07-31,0,Strategy,0,45,48,True,False,False
25980,Majesty 2,7.99,2009-09-17,0,Simulation;Strategy,0,305,130,True,False,False
25990,Majesty Gold HD,7.99,2009-09-04,0,Strategy;Simulation,0,326,20,True,False,False
26000,The Maw,8.99,2009-03-09,0,Action;Indie,15,161,36,True,False,False
26300,Drug Wars,3.99,2009-03-17,0,Action;Indie,0,13,31,True,False,False
26800,Braid,10.99,2009-04-10,0,Casual;Indie;Strategy,12,6529,386,True,True,True
26900,Crayon Physics Deluxe,15.99,2009-05-06,0,Casual;Indie,0,668,109,True,True,False
27000,The Path,6.99,2009-03-18,0,Adventure;Indie,0,502,177,True,True,False
27020,The Graveyard,3.99,2009-03-09,0,Indie;Simulation,0,305,199,True,True,True
27050,Fatale,4.99,2009-11-04,0,Adventure;Casual;Indie,0,53,44,True,True,False
27200,Summer Athletics,15.99,2009-04-02,0,Sports,0,14,10,True,False,False
27330,Blacklight: Tango Down,0.79,2010-07-14,0,Action,12,132,209,True,False,False
27400,Dangerous High School Girls in Trouble!™,14.99,2009-02-23,0,RPG;Indie;Casual,0,111,63,True,True,False
27600,Mevo and The Grooveriders,5.99,2009-03-20,0,Indie;Casual,40,23,2,True,False,False
27800,Space Giraffe,6.99,2009-03-19,0,Indie,0,36,17,True,False,False
27810,Gridrunner Revolution,5.99,2010-02-22,0,Indie,0,36,9,True,False,False
27900,Twin Sector,3.99,2009-09-16,0,Action;Adventure,0,88,150,True,False,False
27920,Booster Trooper,1.69,2010-04-23,0,Action;Indie,260,91,94,True,False,False
27940,Dead Horde,4.79,2011-07-27,0,Action;Indie,28,206,406,True,False,False
28000,Kane & Lynch 2: Dog Days,7.99,2010-08-17,18,Action,59,2822,1919,True,False,False
29120,Yumsters 2: Around the World,3.99,2009-11-12,0,Indie;Casual,0,53,26,True,False,False
29130,Musaic Box,3.99,2009-03-19,0,Indie;Casual,0,178,12,True,False,False
29160,Blueberry Garden,3.99,2009-06-01,0,Adventure;Indie,0,96,28,True,True,True
29180,Osmos,6.99,2009-08-18,0,Indie;Casual,11,857,105,True,True,True
29800,Caster,0.99,2009-03-19,0,Action;Adventure;Casual;Indie;RPG;Strategy,0,3277,868,True,True,False
29900,Dark Sector,6.99,2009-03-24,0,Action,0,337,96,True,False,False
31270,Puzzle Agent,3.99,2010-07-01,0,Adventure;Casual,0,1574,214,True,True,False
31300,Tunnel Rats,15.99,2009-05-15,0,Action,0,11,19,True,False,False
31800,Nancy Drew®: Danger by Design,5.19,2009-10-10,0,Adventure,0,15,9,True,False,False
31810,Nancy Drew®: Last Train to Blue Moon Canyon,5.19,2009-10-10,0,Adventure,0,50,4,True,False,False
31820,Nancy Drew®: The Haunted Carousel,5.19,2009-10-10,0,Adventure,0,35,6,True,False,False
31830,Nancy Drew®: Curse of Blackmoor Manor,5.19,2009-10-10,0,Adventure,0,66,7,True,False,False
31840,Nancy Drew®: Danger on Deception Island,5.19,2009-10-10,0,Adventure,0,32,2,True,False,False
31850,Nancy Drew®: Ghost Dogs of Moon Lake,5.19,2009-10-10,0,Adventure,0,34,4,True,False,False
31860,Nancy Drew®: Legend of the Crystal Skull,5.19,2009-07-17,0,Adventure,0,24,3,True,False,False
31870,"Nancy Drew® Dossier: Lights, Camera, Curses!",5.19,2009-07-17,0,Adventure;Casual,0,10,12,True,False,False
31880,Nancy Drew®: Secret of the Old Clock,5.19,2009-10-10,0,Adventure,0,28,2,True,False,False
31890,Nancy Drew®: Secret of the Scarlet Hand,5.19,2009-10-10,0,Action,0,20,3,True,False,False
31900,Nancy Drew®: The Creature of Kapu Cave,5.19,2009-07-17,0,Adventure,0,19,7,True,False,False
31910,Nancy Drew®: The Haunting of Castle Malloy,5.19,2009-07-17,0,Adventure,0,26,6,True,False,False
31920,Nancy Drew®: The Phantom of Venice,5.19,2009-07-17,0,Adventure,0,19,6,True,False,False
31930,Nancy Drew®: The White Wolf of Icicle Creek,5.19,2009-07-17,0,Adventure,0,27,9,True,False,False
31980,Nancy Drew®: Ransom of the Seven Ships,5.19,2009-07-21,0,Adventure,14,18,9,True,False,False
32000,Raycatcher,3.99,2009-04-17,0,Indie;Casual,0,0,13,True,False,False
32110,LUXOR: Mah Jong,5.99,2009-07-13,0,Casual,0,43,13,True,True,False
32120,Chainz 2: Relinked,6.99,2009-07-13,0,Casual,0,24,18,True,False,False
32140,Midnight Mysteries,5.99,2009-09-28,0,Adventure;Casual,0,89,40,True,False,False
32150,Everyday Genius: SquareLogic,3.99,2009-10-21,0,Casual;Indie;Strategy,24,303,6,True,False,False
32160,Zombie Bowl-o-Rama,6.99,2009-10-15,0,Sports;Casual,21,244,44,True,False,False
32200,Metal Drift,6.99,2009-10-22,0,Action;Indie;Racing;Sports,28,81,45,True,False,False
32310,Indiana Jones® and the Last Crusade™,4.79,2009-07-08,0,Adventure,0,121,32,True,True,False
32330,LEGO® Indiana Jones™: The Original Adventures,15.49,2009-07-08,0,Action;Adventure,0,305,87,True,False,False
32340,LOOM™,4.79,2009-07-08,0,Adventure,0,306,41,True,True,False
32350,STAR WARS™ Starfighter™,4.79,2009-07-08,0,Action;Simulation,0,221,235,True,False,False
32360,The Secret of Monkey Island: Special Edition,7.19,2009-07-15,0,Adventure,0,2156,115,True,False,False
32370,STAR WARS™ - Knights of the Old Republic™,7.19,2009-09-05,0,Adventure;RPG,0,11569,1590,True,True,False
32380,STAR WARS™ Jedi Knight: Dark Forces II,4.79,2009-09-16,0,Action,0,777,315,True,False,False
32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,2.09,2009-09-16,0,Action,0,366,192,True,False,False
32400,STAR WARS™ - Dark Forces,4.79,2009-09-16,0,Action,0,1501,171,True,True,False
32410,Lucidity™,4.79,2009-10-07,0,Casual,12,37,16,True,False,False
32420,STAR WARS™: The Clone Wars - Republic Heroes™,15.49,2009-10-06,0,Action,0,166,279,True,False,False
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,15.49,2009-12-15,0,Action,0,2287,1389,True,True,False
32440,LEGO® Star Wars™ - The Complete Saga,15.49,2009-11-12,0,Adventure,0,3033,256,True,True,False
32450,LEGO® Indiana Jones™ 2: The Adventure Continues,15.49,2010-02-18,0,Adventure,0,163,58,True,False,False
32460,Monkey Island™ 2 Special Edition: LeChuck’s Revenge™,7.19,2010-07-07,0,Adventure,12,1194,63,True,False,False
32470,STAR WARS™ Empire at War - Gold Pack,15.49,2010-05-25,0,Strategy,0,6526,396,True,False,False
32500,STAR WARS™: The Force Unleashed™ II,15.49,2010-11-23,0,Action,0,1880,1348,True,False,False
32510,LEGO® Star Wars™ III - The Clone Wars™,15.49,2011-03-22,0,Action;Adventure,0,825,140,True,False,False
32610,Delta Force Xtreme 2,14.99,2009-06-18,0,Action,0,50,36,True,False,False
32620,Delta Force,3.99,2009-06-18,0,Action,0,220,24,True,False,False
32630,Delta Force 2,3.99,2009-06-18,0,Action,0,166,26,True,False,False
32640,Delta Force Land Warrior,6.99,2009-06-18,0,Action,0,121,11,True,False,False
32650,Delta Force: Task Force Dagger,6.99,2009-06-18,0,Action,0,58,14,True,False,False
32660,Delta Force: Xtreme,14.99,2009-06-18,0,Action,0,41,14,True,False,False
32670,Delta Force: Black Hawk Down,0.0,2009-06-18,0,Action,0,258,23,True,False,False
32680,Delta Force — Black Hawk Down: Team Sabre,0.0,2009-06-18,0,Action,0,167,17,True,False,False
32710,Armored Fist 3,6.99,2009-06-18,0,Simulation,0,27,8,True,False,False
32720,F-16 Multirole Fighter,6.99,2009-06-18,0,Simulation,0,36,13,True,False,False
